$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
330.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.76243701
330.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.75826325
330.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.75392253
330.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.75826325
330.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.72013983
330.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.6530271
330.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.60713785
330.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.53260063
330.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.4873049
330.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.44630748
330.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.43796675
330.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40549767
330.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40549767
330.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40973896
330.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40973896
330.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40973896
330.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40549767
330.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.43796675
331,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.43387815
331.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.46238254
331.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.45402041
331.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.48246349
331.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.47835388
331.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50707547
331.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50707547
331.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.53575756
331.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.56887236
331.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.53575756
331.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50279046
331.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.46586062
331.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39233786
331.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3475875
331.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.27915526
331.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.23917849
331.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.23917849
331.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.23917849
331.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.27509778
331.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.27915526
331.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.28337504
331.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3237083
331.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3277761
331.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.36830471
332,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40476727
332.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40901943
332.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.44155917
332.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.47835388
332.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.51531586
332.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54831526
332.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.58576966
332.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62322893
332.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.65669629
332.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66518877
332.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66935174
332.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59835977
332.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.56103817
332.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.55261131
332.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54418444
332.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54005362
332.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50707547
332.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.51531586
332.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.52372105
332.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.53212622
332.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54053139
332.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54893655
332.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.55305672
332.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.55717689
333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59458026
333.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.60300706
333.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.64043709
333.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.68235613
333.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.6865083
333.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.72013983
333.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.75392253
333.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.76243701
333.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80057851
333.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.79639388
333.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.77095147
333.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.73712462
333.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66561709
333.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.58651241
333.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54936772
333.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50812812
333.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.47950675
333.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.45117296
333.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.45525109
333.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42702987
333.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39876871
333.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40704581
333.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3830952
333.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3871423
334,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3871423
334.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.35101006
334.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.35504693
334.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.36328212
334.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39118941
334.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39118941
334.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3871423
334.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3953984
334.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.36328212
334.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.37151731
334.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.34354883
334.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.3076683
334.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.2362287
334.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.20066861
334.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.1654264
334.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12224975
334.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.12621621
334.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.15731459
334.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14522638
335,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14522638
335.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.16829945
335.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.17244526
335.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.16431309
335.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.16016728
335.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14804872
335.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14406235
335.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.13991652
335.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14406235
335.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.11293805
335.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.10880258
335.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.0819504
335.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05109866
335.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.00838388
335.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.96980002
335.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9353167
335.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.901143
335.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85914844
335.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.81328928
335.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.77557154
335.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.7420565
335.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.7341429
335.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.68903084
335.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.65971849
336,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.65570377
336.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64396844
336.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.6360934
336.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.66937251
336.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69085069
336.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.72424
336.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.74998053
336.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80962824
336.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.87783113
336.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91602858
336.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.98120096
336.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.01193658
336.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05094003
336.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.08596427
336.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14443549
336.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.18393037
336.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.21149456
336.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.24322569
336.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.27509778
336.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.31117943
336.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.34334617
336.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.37565626
336.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40811049
336.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.40811049
337,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.41237357
337.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.41647268
337.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42073575
337.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42073575
337.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42483485
337.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42073575
337.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42073575
337.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42893396
337.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.43319702
337.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.43729612
337.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.44155917
337.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.41719665
337.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.41719665
337.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39310004
337.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42978955
337.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.42978955
337.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.46648162
337.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.54053139
337.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.57772662
337.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.6486404
337.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.71585769
337.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.74969324
337.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81782231
337.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.85211752
338,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.92541332
338.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.96018702
338.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.99511828
338.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.03020794
338.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.0697417
338.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.10086604
338.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14074384
338.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.18097935
338.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.22122853
338.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.2257324
338.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.2343937
338.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.2343937
338.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.19410943
338.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.18529845
338.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14522377
338.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14074384
338.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.10516222
338.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.10516222
338.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.10963024
338.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14953138
338.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14953138
338.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.19410943
338.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.23006305
338.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.27052294
339,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.34781748
339.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.38445661
339.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.41669876
339.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.45366203
339.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.49079488
339.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.52367327
339.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.55669903
339.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.59432207
339.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.63211835
339.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.67008884
339.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.67008884
339.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.62747862
339.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.58524585
339.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.49676934
339.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.40894709
339.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.36332602
339.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.28565099
339.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.28565099
339.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.24499151
339.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.21320507
339.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.21320507
339.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.20886279
339.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.17289827
339.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.20886279
340,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.20886279
340.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.20434681
340.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.24046341
340.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.27674507
340.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.27674507
340.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.30443786
340.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.29988534
340.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.28657797
340.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.28220054
340.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.31873137
340.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.30977729
340.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.38329356
340.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.37870398
340.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.32849468
340.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.3151152
340.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.27413644
340.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.31071404
340.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.3151152
340.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.3518725
340.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.35628558
340.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.39782569
340.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.40225075
340.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.40685281
340.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.44843479
341,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.45287188
341.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.49021182
341.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.52772367
341.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.57453444
341.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.57918694
341.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.6260549
341.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.6780051
341.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.72533627
341.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.77777919
341.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.83029597
341.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.84408369
341.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.85787138
341.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.82373216
341.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.81902833
341.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.81450541
341.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.78036429
341.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.78505518
341.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.78956565
341.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.83748182
341.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.89016351
341.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.93382397
341.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.93855385
341.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.98243408
341.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.02670514
342,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04060782
342.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04518106
342.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04518106
342.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04993723
342.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04518106
342.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04993723
342.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.0590837
342.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.06841308
342.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07316923
342.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07774246
342.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07774246
342.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.08231567
342.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07316923
342.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.0590837
342.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04518106
342.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.04993723
342.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.05451046
342.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.0590837
342.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07316923
342.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07774246
342.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.08707182
342.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.09640117
342.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.06124038
342.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.0658009
343,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07984729
343.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.07984729
343.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.11963302
343.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.11963302
343.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.12420622
343.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.11963302
343.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.1148769
343.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.11963302
343.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.1148769
343.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,14.11963302
