$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
13.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.63324783
13.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.63786231
13.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.63786231
13.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.6422993
14,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.68478284
14.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.68478284
14.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.72728755
14.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.7655186
14.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.76999205
14.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.80392605
14.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.85168687
14.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.8561849
14.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.90418697
14.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.89967655
14.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.86536089
14.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.82671345
14.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.77464443
14.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.693681
14.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.62266995
14.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.55212354
14.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.47783551
14.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.44094539
14.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.37218419
14.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.33578332
14.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.30386682
14.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.26778421
14.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.26778421
14.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.27209176
15,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.27209176
15.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.28087917
15.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.28535902
15.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.32148853
15.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.36211331
15.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.39858471
15.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.39858471
15.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.40292689
15.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.41630079
15.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.42498513
15.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.42498513
15.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.38411263
15.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.37978206
15.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.33893742
15.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.33461839
15.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.33893742
15.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.34342921
15.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.31154886
15.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.31585639
15.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.31585639
15.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.31585639
15.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.27980968
15.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.27980968
15.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.28427761
16,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.24838233
16.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.24838233
16.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.24838233
16.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.2885737
16.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.32033622
16.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.35206726
16.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.38411263
16.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.42498513
16.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.42950098
16.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.46622192
16.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.45734013
16.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.41178493
16.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.36211331
16.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,14.15030598
16.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.26778421
16.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.26347665
16.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.23186516
16.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19610879
16.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19610879
16.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16478759
16.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16478759
16.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16923192
16.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16478759
16.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16051419
17,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19610879
17.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19610879
17.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19182405
17.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.22310107
17.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.21880495
17.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.25020935
17.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.25020935
17.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.28624508
17.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.2907369
17.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.2907369
17.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.28624508
17.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.24159421
17.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.18821646
17.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.13509392
17.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09111384
17.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.08666946
17.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.05143069
17.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.020772
17.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02502293
17.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02502293
17.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02927386
17.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99872779
17.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03369482
17.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03369482
18,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03369482
18.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06882029
18.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06438765
18.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09966072
18.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09538728
18.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09111384
18.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.12652438
18.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.12652438
18.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.166392
18.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.17068816
18.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.17068816
18.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09111384
18.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.04273587
18.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99917723
18.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99475624
18.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95989159
18.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.96430095
18.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.93381048
18.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9424369
18.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.94666553
18.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95106331
18.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95529194
18.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9900787
18.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9900787
19,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02502293
19.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02502293
19.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06438765
19.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.10410509
19.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09966072
19.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.13509392
19.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.13955008
19.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.17515616
19.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.21092421
19.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.2152318
19.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.21092421
19.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.166392
19.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.08239601
19.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03421152
19.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02551668
19.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9860843
19.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99050529
19.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95989159
19.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.96430095
19.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.97278049
19.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.94666553
19.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95106331
19.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9900787
19.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99431845
20,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02927386
20.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02927386
20.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06438765
20.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06882029
20.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09966072
20.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.13080915
20.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.13080915
20.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.166392
20.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.20213671
20.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.20213671
20.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.20644431
20.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16209584
20.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.07795162
20.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02551668
20.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.01682183
20.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.01255964
20.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.97316139
20.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9427629
20.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.94700268
20.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95124246
20.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.95989159
20.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.96430095
20.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.96854072
20.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.00342817
21,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.00767911
21.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.0384737
21.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.07795162
21.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.07795162
21.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.10904247
21.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.1402713
21.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.16715892
21.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.1984812
21.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.18984296
21.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.2301159
21.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.23444656
21.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.19416208
21.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.14079624
21.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.09215397
21.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.05248305
21.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.04802684
21.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.01726836
21.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.02154185
21.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.986475
21.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9909077
21.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.986475
21.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9951699
21.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.9951699
21.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.99943209
22,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03025975
22.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.03025975
22.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06122408
22.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.06122408
22.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.08785776
22.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.0833897
22.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.11891341
22.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.15459884
22.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.14596055
22.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.1861162
22.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.15027969
22.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.10581814
22.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.05726869
22.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.97384959
22.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.92595144
22.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.8435513
22.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.80914904
22.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.80914904
22.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.77490162
22.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.77068397
22.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.77068397
22.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.73660156
22.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.70267222
22.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.70267222
23,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.6941131
23.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.6941131
23.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.68555396
23.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.68555396
23.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.6476367
23.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63491508
23.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63056294
23.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63056294
23.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.59286298
23.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.59286298
23.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.56366089
23.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.57215351
23.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.49735603
23.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43164183
23.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44433222
23.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.42415542
23.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43253913
23.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43664879
23.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44914215
23.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.46163548
23.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47429318
23.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48678646
23.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.53217542
23.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.54058062
24,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.54470081
24.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.54898581
24.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.55310599
24.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.55310599
24.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.58207208
24.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.58207208
24.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.58620289
24.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.58620289
24.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.61944809
24.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.62358957
24.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.5903337
24.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.55722618
24.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.51604697
24.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47062956
24.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43801544
24.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.39738983
24.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.42983821
24.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43392683
24.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43801544
24.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43801544
24.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4463562
24.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43801544
24.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4463562
24.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4789917
25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4789917
25.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47489261
25.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47062956
25.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.49927973
25.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.49089609
25.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48678646
25.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48251245
25.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48251245
25.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48251245
25.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47840281
25.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44160792
25.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44160792
25.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.40481583
25.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.36003355
25.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.31545808
25.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.31122754
25.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.30715971
25.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.30309187
25.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.29886132
25.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.30309187
25.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.33931623
25.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.33931623
25.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.37161605
25.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.37570471
26,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.40815911
26.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.40405998
26.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44075845
26.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4693833
26.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.46097801
26.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.49383734
26.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.49383734
26.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.53115106
26.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.5352926
26.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.53943414
26.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.53943414
26.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47350354
26.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4693833
26.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43253913
26.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.39996085
26.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43664879
26.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4693833
26.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47350354
26.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47778858
26.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.51482211
26.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.55219005
26.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.58956246
26.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.5937147
26.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.60218527
27,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63992762
27.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.6065036
27.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63992762
27.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.67767568
27.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.67767568
27.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.67350185
27.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.67767568
27.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.68184951
27.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.68619028
27.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.69036411
27.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.66107567
27.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.63174915
27.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.59426781
27.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.54836456
27.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.50712456
