$2013 B,reitenbu,"sh, pst",,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
92.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.98181475
92.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0470304
93,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07787203
93.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.112985
93.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13996362
93.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.17121507
93.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.20260465
93.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.19859818
93.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23011653
93.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.22609996
93.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.22192272
93.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.18641852
93.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14691689
93.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07656088
93.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0109459
93.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.88520517
93.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.81738899
93.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.71647353
93.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.65014029
93.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.61319672
93.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.61319672
93.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.64228444
93.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.70083976
93.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.73030875
93.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.78557866
93.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.83756721
94,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.88984568
94.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90818094
94.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92247472
94.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.94094701
94.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92888859
94.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.95535781
94.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92476333
94.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.95535781
94.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.9513813
94.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.95535781
94.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92476333
94.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.91667148
94.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.88227456
94.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.81378126
94.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.81173115
94.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.7897722
94.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75586786
94.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75586786
94.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75586786
94.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75993216
94.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.80168181
94.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.8436211
94.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.87787701
94.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90407621
95,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90818094
95.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.94257472
95.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.97712214
95.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0078476
95.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04285443
95.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04684088
95.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07785843
95.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07785843
95.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05497322
95.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05497322
95.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05497322
95.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99727224
95.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.96267465
95.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93217778
95.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.89787728
95.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90575138
95.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.89787728
95.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92412622
95.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.9465314
95.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.96918901
95.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.00387112
95.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.00387112
95.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0265897
95.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05355992
96,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04940358
96.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04940358
96.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0886599
96.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.09282669
96.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06570919
96.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10083974
96.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10500652
96.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10901304
96.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.11718633
96.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.12119284
96.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10231672
96.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10231672
96.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07123788
96.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04029563
96.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0361601
96.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.005364
96.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.02407163
96.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05098678
96.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04285443
96.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06970565
96.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0886599
96.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.11170704
96.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.09130248
96.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10634132
97,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.08991191
97.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10496544
97.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.09253138
97.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.09253138
97.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06124088
97.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.03426579
97.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05868719
97.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.03978006
97.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04394688
97.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.05212025
97.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06013334
97.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06430015
97.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0683067
97.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.1076904
97.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.1076904
97.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.1076904
97.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13903896
97.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.17456345
97.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.17052646
97.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2339214
97.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3341639
97.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34250479
97.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35084567
97.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.32691843
98,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.33523801
98.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31122754
98.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31952591
98.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.32782428
98.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3318921
98.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34442097
98.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35678711
98.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36085492
98.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36508543
98.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34103915
98.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31320883
98.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.25355995
98.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.16322226
98.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13199083
98.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06993903
98.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.97787775
98.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0123771
98.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.98984624
98.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.02848
98.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06317341
98.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10214698
98.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.1371616
98.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.16834666
98.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.20382565
99,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2352973
99.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23930374
99.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23930374
99.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27494128
99.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27494128
99.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27911848
99.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.28731222
99.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.28731222
99.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.28731222
99.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.25965642
99.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23211999
99.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.19672959
99.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13038831
99.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0685792
99.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99521409
99.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93453845
99.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.87439041
99.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.87439041
99.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.87439041
99.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90439884
99.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93453845
99.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.96480995
99.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99929842
99.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.02181461
100,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0524764
100.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.11420509
100.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14129706
100.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.16834666
100.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.16436029
100.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.16021445
100.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.15622807
100.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.15224169
100.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14410946
100.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13199083
100.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.09676118
100.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07390553
100.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.02042855
100.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93707375
100.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.87274485
100.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.80913434
100.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.77947262
100.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.74993956
100.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.81704788
100.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.85463581
100.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.8925481
100.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.96480995
100.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.02984604
100.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.08327298
101,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.1222967
101.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.15338532
101.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.18046523
101.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23930374
101.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23930374
101.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.26690819
101.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27092474
101.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3067125
101.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27494128
101.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27092474
101.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23930374
101.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.17249249
101.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10611346
101.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0057517
101.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.9107785
101.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.81704788
101.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.80913434
101.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.74206462
101.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.76770871
101.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.82305944
101.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.89092638
101.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.98575176
101.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07390553
101.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13199083
102,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.18641852
102.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.24953323
102.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30495261
102.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36915323
102.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39738983
102.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.42149743
102.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44980614
102.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47840281
102.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.46590951
102.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.42488354
102.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34339445
102.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.23922624
102.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13628883
102.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.0078476
102.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.91212779
102.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.8135914
102.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75002575
102.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.74597146
102.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.7203963
102.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.75002575
102.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.78369264
102.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.8135914
102.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.86575084
102.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.90012935
103,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93450307
103.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.98124736
103.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.01595962
103.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.04684088
103.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.08201475
103.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.11317982
103.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.15669325
103.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.26788042
103.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.29981525
103.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30403503
103.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30809251
103.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27613669
103.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.18111421
103.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.11846234
103.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.08734305
103.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99480277
103.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.96027922
103.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99084611
103.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99480277
103.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99480277
103.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06049604
103.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.12261863
103.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14971914
103.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.21264832
104,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.24852064
104.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31231228
104.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34019045
104.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36835309
104.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36411176
104.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39238638
104.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39238638
104.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.38829773
104.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.38404555
104.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34763579
104.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31122754
104.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2792032
104.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.20750518
104.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14030545
104.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10083974
104.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.03472207
104.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99989463
104.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99575908
104.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.99575908
104.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.03073562
104.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06570919
104.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10083974
104.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.12809491
104.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.18699736
105,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2227136
105.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.25047607
105.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.24625626
105.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27819666
105.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.28242722
105.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.346757
105.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35084567
105.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35493433
105.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35918654
105.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.32691843
105.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2668684
105.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27108821
105.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.24327344
105.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14849936
105.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.06310556
105.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.97470293
105.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.94417616
105.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.92181453
105.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93378312
105.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,11.93787763
105.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.07656088
105.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.20971233
105.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27710213
105.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34525891
106,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34931636
106.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.38574983
106.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.38574983
106.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.42218515
106.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.42626332
106.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4630377
106.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47137843
106.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47955561
106.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.48380774
106.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.48380774
106.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.41878018
106.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.35432792
106.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.25453722
106.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.13318519
106.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.10611346
106.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.14527346
106.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.08327298
