$2013 B,reitenbu,"sh, pst",,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
311,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.49500749
311.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51588972
311.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51194256
311.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4757734
311.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.49266215
311.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.45653925
311.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.48112425
311.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46958632
311.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46184376
311.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4503058
311.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.42579479
311.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46563913
311.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.44124276
311.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.44124276
311.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.44124276
311.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.44502903
311.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4733817
311.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.50961794
311.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51737915
311.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.55760834
311.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.59419459
311.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62312565
311.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65602367
311.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65602367
312,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66001885
312.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69307144
312.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6969223
312.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6969223
312.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6969223
312.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7009272
312.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70477806
312.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70878295
312.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70878295
312.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71648466
312.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71648466
312.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68721668
312.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68337518
312.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65041085
312.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64642538
312.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61361502
312.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61361502
312.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61361502
312.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60963919
312.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60963919
312.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60963919
312.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63477553
312.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63860772
312.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66386035
313,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66001885
313.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68922057
313.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71854921
313.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74398095
313.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77759
313.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74398095
313.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82919433
313.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82514011
313.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.85914844
313.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.88923362
313.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.88923362
313.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82919433
313.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82919433
313.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78754884
313.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7538493
313.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69106405
313.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66180234
313.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63266724
313.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60749026
313.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
313.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
313.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
313.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
313.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
314,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58639582
314.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58639582
314.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58639582
314.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61530796
314.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61530796
314.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61530796
314.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67735989
314.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67350902
314.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71067426
314.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71453453
314.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71453453
314.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68521567
314.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65218216
314.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64434547
314.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58257289
314.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.54601469
314.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.54601469
314.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52118366
314.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52514035
314.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.47198715
314.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53670604
314.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53670604
314.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.54051054
314.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.56920197
315,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.59801751
315.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62695785
315.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66001885
315.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69307144
315.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71854921
315.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75574486
315.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78938274
315.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82705823
315.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.85695013
315.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77540293
315.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80908897
315.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.86084841
315.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82705823
315.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78534838
315.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71067426
315.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64434547
315.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64050395
315.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64050395
315.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61914017
315.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62312565
315.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62695785
315.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62695785
315.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65218216
315.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65218216
316,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68521567
316.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.72240947
316.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75574486
316.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77942741
316.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7832971
316.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80908897
316.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80908897
316.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.81296814
316.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82476081
316.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80697954
316.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78123964
316.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78911451
316.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73807786
316.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73807786
316.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67967464
316.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6466957
316.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62177415
316.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6255786
316.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60060131
316.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60834371
316.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.57966711
316.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58739093
316.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.5911771
316.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.59511473
317,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.59511473
317.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60283852
317.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.5989009
317.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60283852
317.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60283852
317.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63536615
317.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63536615
317.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63916143
317.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63916143
317.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64690378
317.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63916143
317.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64310851
317.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61041086
317.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62382849
317.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.5911771
317.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.55504184
317.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.58360474
317.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.61229082
317.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60454842
317.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62938305
317.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62938305
317.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65828918
317.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70881307
317.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73408274
318,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75961405
318.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78123964
318.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80295508
318.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.82879514
318.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.85070153
318.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.87675335
318.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.90276055
318.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.92903595
318.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.92903595
318.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.9632787
318.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.92903595
318.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.95935146
318.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.92104416
318.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.88697269
318.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.84494342
318.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.81119228
318.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77759
318.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77355564
318.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77355564
318.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74011124
318.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6813648
318.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70665958
318.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73608674
318.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74011124
319,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74011124
319.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73221702
319.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.76176288
319.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7283473
319.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7538493
319.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77961582
319.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80939097
319.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80939097
319.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80939097
319.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80533673
319.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80533673
319.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80143842
319.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75581672
319.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71847085
319.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70264358
319.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68681628
319.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67502336
319.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67114411
319.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65935116
319.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64740303
319.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.63173076
319.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65704175
319.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67466416
319.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66671145
320,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68438453
320.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67641219
320.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69413607
320.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65655944
320.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.686144
320.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71585808
320.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.66453181
320.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73580916
320.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71811222
320.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75576019
320.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73002191
320.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73801393
320.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74193158
320.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7161175
320.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67871848
320.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69056955
320.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.57726195
320.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69446793
320.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7024206
320.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71037327
320.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71037327
320.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71832593
320.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.72222428
320.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73017693
321,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.73407528
321.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7678591
321.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.74202791
321.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.77567502
321.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.75387887
321.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78364725
321.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.79161946
321.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.79552741
321.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80349961
321.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.78163498
321.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.81944399
321.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.76779406
321.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.80143842
321.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.76779406
321.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.76374976
321.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7341429
321.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70466458
321.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70466458
321.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67932879
321.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.67932879
321.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.62483052
321.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68704936
321.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68704936
321.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68704936
322,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.71642856
322.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7086891
322.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70466458
322.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7086891
322.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.7086891
322.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70466458
322.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.70466458
322.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69677032
322.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.72622929
322.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.72622929
322.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69290058
322.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.69290058
322.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65971849
322.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.64782875
322.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.60696554
322.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.56628534
322.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.56244378
322.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.56244378
322.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.55844855
322.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52578709
322.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52180154
322.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51796928
322.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51413702
322.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.51796928
323,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.54292859
323.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53893335
323.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53509177
323.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53109652
323.167,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52725493
323.208,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.52341335
323.25,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4946691
323.292,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.49068353
323.333,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4946691
323.375,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46207298
323.417,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4660489
323.458,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46987189
323.5,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.44136583
323.542,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.41298249
323.583,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.41678707
323.625,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.39246388
323.667,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.3962593
323.708,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.40020653
323.75,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.4323097
323.792,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46455347
323.833,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.46455347
323.875,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.49709158
323.917,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.53360488
323.958,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.54126938
324,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.57796369
324.042,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.6148214
324.083,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.65184347
324.125,24.8,1.27,1.3,0.005,0.006,0,0.09,0.03,0,0,11.68903084
