datetime,date,chlorophyll_ugL,sensor
2011-12-09,2011-12-09,15.875631078043023,MODIS-Aqua
2011-12-09,2011-12-09,17.180571591540954,MODIS-Terra
2011-12-12,2011-12-12,12.956843324867023,MODIS-Aqua
2011-12-31,2011-12-31,22.98735467448551,MODIS-Terra
2012-01-02,2012-01-02,15.105527259819752,MODIS-Terra
2012-01-02,2012-01-02,16.324102818317947,MODIS-Aqua
2012-01-03,2012-01-03,18.579135950836363,MODIS-Terra
2012-01-03,2012-01-03,18.356871951406145,MODIS-Aqua
2012-01-05,2012-01-05,23.753818958088853,MODIS-Terra
2012-01-06,2012-01-06,30.55591753020967,MODIS-Aqua
2012-01-07,2012-01-07,27.674200142209227,MODIS-Terra
2012-01-08,2012-01-08,27.59612972283967,MODIS-Terra
2012-01-08,2012-01-08,21.713189540102835,MODIS-Aqua
2012-01-09,2012-01-09,32.10759530660243,MODIS-Terra
2012-01-10,2012-01-10,38.09472969380773,MODIS-Terra
2012-01-12,2012-01-12,24.368013524356368,MODIS-Terra
2012-01-12,2012-01-12,22.780572345033075,MODIS-Aqua
2012-01-13,2012-01-13,29.26843282626743,MODIS-Aqua
2012-01-13,2012-01-13,28.866496981371363,MODIS-Terra
2012-01-14,2012-01-14,33.60857600416393,MODIS-Terra
2012-01-14,2012-01-14,29.02881528735919,MODIS-Aqua
2012-01-16,2012-01-16,27.02917735396428,MODIS-Aqua
2012-01-27,2012-01-27,26.43262874893458,MODIS-Terra
2012-01-30,2012-01-30,33.066978538816926,MODIS-Terra
2012-02-02,2012-02-02,27.761094953129085,MODIS-Terra
2012-02-02,2012-02-02,25.08417699276343,MODIS-Aqua
2012-02-03,2012-02-03,19.201075986377806,MODIS-Aqua
2012-02-03,2012-02-03,24.51020143578427,MODIS-Terra
2012-02-05,2012-02-05,33.371781387402244,MODIS-Terra
2012-02-05,2012-02-05,27.908616162280097,MODIS-Aqua
2012-02-06,2012-02-06,26.896576668856568,MODIS-Terra
2012-02-06,2012-02-06,30.441408309625107,MODIS-Aqua
2012-02-11,2012-02-11,19.484299343907818,MODIS-Aqua
2012-02-11,2012-02-11,29.077234240204017,MODIS-Terra
2012-02-15,2012-02-15,18.061964708238154,MODIS-Aqua
2012-02-15,2012-02-15,22.524632812753012,MODIS-Terra
2012-02-18,2012-02-18,25.629859754667315,MODIS-Aqua
2012-02-19,2012-02-19,21.169817221364752,MODIS-Terra
2012-02-19,2012-02-19,21.779791451735612,MODIS-Aqua
2012-02-23,2012-02-23,19.51227653150021,MODIS-Aqua
2012-02-23,2012-02-23,21.09282163787574,MODIS-Terra
2012-02-24,2012-02-24,16.168543426475203,MODIS-Terra
2012-02-24,2012-02-24,19.373483380534612,MODIS-Aqua
2012-03-01,2012-03-01,13.79627645527316,MODIS-Aqua
2012-03-03,2012-03-03,12.596669093464437,MODIS-Aqua
2012-03-04,2012-03-04,14.02584598255714,MODIS-Aqua
2012-03-07,2012-03-07,11.991061311425808,MODIS-Aqua
2012-03-07,2012-03-07,13.96092136251829,MODIS-Terra
2012-03-08,2012-03-08,18.010569683548887,MODIS-Terra
2012-03-08,2012-03-08,14.313083843675276,MODIS-Aqua
2012-03-09,2012-03-09,15.095970252994725,MODIS-Aqua
2012-03-09,2012-03-09,18.470352070642274,MODIS-Terra
2012-03-10,2012-03-10,19.067664167004384,MODIS-Terra
2012-03-17,2012-03-17,15.428920161396029,MODIS-Aqua
2012-03-18,2012-03-18,12.94845426452676,MODIS-Aqua
2012-03-23,2012-03-23,15.12444821172133,MODIS-Terra
2012-03-23,2012-03-23,13.110721912779633,MODIS-Aqua
2012-03-28,2012-03-28,9.352530046454905,MODIS-Aqua
2012-04-02,2012-04-02,10.936682864505846,MODIS-Aqua
2012-04-06,2012-04-06,16.240504290264337,MODIS-Terra
2012-04-07,2012-04-07,14.174980421394828,MODIS-Terra
2012-04-08,2012-04-08,15.342894332361167,MODIS-Terra
2012-04-14,2012-04-14,11.590305357134405,MODIS-Terra
2012-04-20,2012-04-20,14.29765921474463,MODIS-Aqua
2012-04-20,2012-04-20,19.708771691453773,MODIS-Terra
2012-04-21,2012-04-21,12.891056360041572,MODIS-Aqua
2012-04-21,2012-04-21,11.721686768249926,MODIS-Terra
2012-04-23,2012-04-23,11.66575719848394,MODIS-Terra
2012-04-24,2012-04-24,12.956489258765776,MODIS-Aqua
2012-04-27,2012-04-27,16.323182270601478,MODIS-Terra
2012-04-28,2012-04-28,14.831988410719198,MODIS-Aqua
2012-04-28,2012-04-28,15.5674255732489,MODIS-Terra
2012-04-29,2012-04-29,14.941967571051775,MODIS-Terra
2012-04-29,2012-04-29,11.468978304023517,MODIS-Aqua
2012-05-01,2012-05-01,15.845676489717441,MODIS-Terra
2012-05-01,2012-05-01,13.045117918396112,MODIS-Aqua
2012-05-05,2012-05-05,13.379351204680376,MODIS-Terra
2012-05-06,2012-05-06,12.411814747942936,MODIS-Aqua
2012-05-06,2012-05-06,17.451280403595515,MODIS-Terra
2012-05-07,2012-05-07,11.874620882176792,MODIS-Terra
2012-05-07,2012-05-07,12.657402907800783,MODIS-Aqua
2012-05-08,2012-05-08,13.768200778383164,MODIS-Aqua
2012-05-09,2012-05-09,10.016804778227971,MODIS-Terra
2012-05-09,2012-05-09,14.73001957464206,MODIS-Aqua
2012-05-10,2012-05-10,12.990338261062774,MODIS-Aqua
2012-05-10,2012-05-10,14.949602170516265,MODIS-Terra
2012-05-11,2012-05-11,13.364159600967035,MODIS-Aqua
2012-05-12,2012-05-12,13.330434369542129,MODIS-Aqua
2012-05-12,2012-05-12,13.846142774566188,MODIS-Terra
2012-05-13,2012-05-13,14.790360948869944,MODIS-Aqua
2012-05-13,2012-05-13,16.858557716187555,MODIS-Terra
2012-05-14,2012-05-14,16.227964637567318,MODIS-Aqua
2012-05-15,2012-05-15,17.22969926090045,MODIS-Aqua
2012-05-15,2012-05-15,22.189794726611105,MODIS-Terra
2012-05-16,2012-05-16,19.91957919225863,MODIS-Aqua
2012-05-16,2012-05-16,15.685127108732157,MODIS-Terra
2012-05-17,2012-05-17,17.73706654793375,MODIS-Aqua
2012-05-18,2012-05-18,18.49195595675728,MODIS-Terra
2012-05-18,2012-05-18,18.768702695884976,MODIS-Aqua
2012-05-22,2012-05-22,16.455419102400597,MODIS-Aqua
2012-05-23,2012-05-23,17.6494295177072,MODIS-Terra
2012-05-23,2012-05-23,22.036011311927577,MODIS-Aqua
2012-05-26,2012-05-26,16.62246051126433,MODIS-Aqua
2012-05-29,2012-05-29,25.02799174638094,MODIS-Terra
2012-05-30,2012-05-30,16.449521652939577,MODIS-Terra
2012-05-30,2012-05-30,21.355596898927452,MODIS-Aqua
2012-05-31,2012-05-31,21.520353596401485,MODIS-Terra
2012-05-31,2012-05-31,16.929104318408577,MODIS-Aqua
2012-06-01,2012-06-01,17.87173893080849,MODIS-Terra
2012-06-01,2012-06-01,20.94694671944201,MODIS-Aqua
2012-06-02,2012-06-02,12.71761849467039,MODIS-Aqua
2012-06-05,2012-06-05,23.064756987584868,MODIS-Aqua
2012-06-06,2012-06-06,16.453799148785343,MODIS-Terra
2012-06-06,2012-06-06,21.067131225759113,MODIS-Aqua
